CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50129326,SABOR RESTAURANT & BAKERY,Brooklyn,141,FLUSHING AVENUE,11205,6469156122,Spanish,02/12/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,18,,,03/08/2025,Cycle Inspection / Initial Inspection,40.697850374105,-73.970986976064,302,33,054300,3335143,3020230001,BK99,
50150459,ROSTICERIA Y TORTILLERIA LUPITA,Manhattan,1907,LEXINGTON AVENUE,10035,6466841730,Spanish,01/27/2025,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Applicable,,,,03/08/2025,Trans Fat / Initial Inspection,40.800209942004,-73.940443226379,111,08,018200,1075645,1017670052,MN34,
50119601,TAJ KABAB KING,Brooklyn,472,LORIMER STREET,11206,3478672785,Indian,02/13/2025,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,28,N,,03/08/2025,Cycle Inspection / Initial Inspection,40.710957151209,-73.948848362831,301,34,050300,3069520,3027860006,BK90,
50110606,EL BUEN SABOR 2,Queens,19801,JAMAICA AVE,11423,5167827937,Spanish,01/17/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11,A,01/17/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.713437069492,-73.761113621742,412,23,048400,4222884,4104810040,QN07,
50013086,POLLO D' ORO,Brooklyn,306,GOLD STREET,11201,7188558088,Spanish,03/03/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,24,,,03/08/2025,Cycle Inspection / Initial Inspection,40.694970813594,-73.983270903538,302,35,001500,3392968,3001337501,BK38,
41718530,HUNTS POINT JUICE BAR & DELI,Bronx,620,MANIDA STREET,10474,3479189442,Spanish,01/16/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,01/16/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.812582405866,-73.887883451493,202,17,009300,2006661,2027650290,BX27,
41681164,NUEVAS BRISAS DEL VALLE,Queens,9014,37TH AVE,11372,7184788567,Spanish,02/20/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,02/20/2025,03/08/2025,Cycle Inspection / Re-inspection,40.750539402637,-73.87664092071,403,21,027500,4036347,4014780001,QN28,
41119269,ROYAL INDIA PALACE AND RESTAURANT,Queens,118-08,ATLANTIC AVENUE,11419,7188467600,Indian,01/30/2025,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,49,Z,01/30/2025,03/08/2025,Cycle Inspection / Re-inspection,40.693861404349,-73.828683678334,409,28,012000,4199105,4094360003,QN54,
50136175,STOP ONE FOOD MARKET,Queens,17103,JAMAICA AVE,11432,2126550800,Spanish,01/03/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,43,,,03/08/2025,Cycle Inspection / Initial Inspection,40.70749358286,-73.788540062216,412,27,046200,4310512,4098060010,QN61,
50124382,VATAN,Manhattan,409,3 AVENUE,10016,2126895666,Indian,03/06/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,03/06/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.742388991223,-73.980537944359,106,02,006600,1019912,1009090055,MN20,
50115349,RESTAURANTE Y ANTOJITOS GUATELINDA,Queens,17018,JAMAICA AVE,11432,7186390222,Spanish,01/22/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,01/22/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.70727543595,-73.789319839659,412,27,044400,4217483,4102120006,QN61,
41578677,SARAVANA BHAVAN,Manhattan,81,LEXINGTON AVENUE,10016,2126847755,Indian,03/05/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,40,,,03/08/2025,Cycle Inspection / Initial Inspection,40.741497375814,-73.983280828431,106,02,006800,1018134,1008820030,MN21,
41060947,EL TIMBIRICHI RESTAURANT,Bronx,168,EAST  174 STREET,10457,3472843310,Spanish,01/10/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,Z,01/10/2025,03/08/2025,Cycle Inspection / Re-inspection,40.844805209289,-73.909102951764,204,15,022902,2007398,2027940042,BX41,
50156692,MEMO'S RESTAURANT,Queens,9021,31ST AVE,11369,3478845775,Spanish,02/19/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,51,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.760043566227,-73.878323431748,403,25,035100,4445870,4013880036,QN28,
50117358,POKE FUN,Manhattan,746,9 AVENUE,10019,9178482299,Chinese/Japanese,01/07/2025,Violations were cited in the following area(s).,02F,"Meat, fish, molluscan shellfish, unpasteurized raw shell eggs, poultry or other TCS offered or served raw or undercooked and written notice not provided to consumer.",Critical,7,A,01/07/2025,03/08/2025,Cycle Inspection / Re-inspection,40.76366473126,-73.988798419461,104,03,013300,1025171,1010410003,MN15,
50155587,SALAD HOUSE OF BROOKLYN,Brooklyn,2732,OCEAN AVENUE,11229,7186160698,Salads,03/04/2025,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,12,A,03/04/2025,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.594510592662,-73.950497030421,315,48,059200,3202114,3074040010,BK17,
50058269,ESPINAL DELI & GROCERY,Brooklyn,282,NOSTRAND AVENUE,11205,7188571784,Spanish,01/24/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,,,03/08/2025,Cycle Inspection / Initial Inspection,40.690257258274,-73.951557934126,303,36,024100,3049733,3017830055,BK75,
40368725,CAFE RIAZOR,Manhattan,245,WEST   16 STREET,10011,2127272132,Spanish,01/08/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12,A,01/08/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.740439115543,-74.000025260594,104,03,008100,1013798,1007660016,MN13,
50147491,LA CASA DE CHICHARRON,Queens,10650,SUTPHIN BLVD,11435,7579478092,Spanish,03/05/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,,,03/08/2025,Cycle Inspection / Initial Inspection,40.694367175859,-73.801881383619,412,28,019800,4215546,4100880024,QN01,
50053086,TIKKA INDIAN GRILL,Queens,11930,METROPOLITAN AVE,11415,7184801307,Indian,02/03/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,34,,,03/08/2025,Cycle Inspection / Initial Inspection,40.706030325074,-73.831429515193,409,29,014000,4192762,4092310011,QN60,
50139043,EMPANADAS RD,Bronx,250,EAST  204 STREET,10458,9175300012,Spanish,01/08/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,25,,,03/08/2025,Cycle Inspection / Initial Inspection,40.874146065435,-73.884304322497,207,11,041300,2017282,2033090054,BX05,
50107354,POLLOS A LA BRASA,Brooklyn,691,KNICKERBOCKER AVENUE,11221,7183819400,Spanish,01/17/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,27,Z,01/17/2025,03/08/2025,Cycle Inspection / Re-inspection,40.694566860155,-73.910891673053,304,37,043500,3077675,3033850008,BK77,
50153039,HAPPY TUNA,Manhattan,380,LEXINGTON AVENUE,10017,6469187406,Chinese/Japanese,02/27/2025,Violations were cited in the following area(s).,02F,"Meat, fish, molluscan shellfish, unpasteurized raw shell eggs, poultry or other TCS offered or served raw or undercooked and written notice not provided to consumer.",Critical,24,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.751028716328,-73.976359528717,105,04,008000,1036152,1012960014,MN20,
50125950,5 ESTRELLAS BAKERY AND RESTAURANT,Manhattan,3451,BROADWAY,10031,2129331985,Spanish,01/15/2025,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11,A,01/15/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.823633726738,-73.952497448916,109,07,022500,1062321,1020880036,MN04,
50134429,EMPEROR DUMPLING,Manhattan,293,7 AVENUE,10001,7187099999,Chinese/Japanese,01/07/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,38,Z,01/07/2025,03/08/2025,Cycle Inspection / Re-inspection,40.746353921208,-73.993991051665,105,03,009500,1015032,1008027502,MN17,
50071108,EMPANADA MAMA,Manhattan,765,9 AVENUE,10019,2126989008,Spanish,01/27/2025,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,12,A,01/27/2025,03/08/2025,Cycle Inspection / Re-inspection,40.764334406058,-73.988336232021,104,03,013300,1026722,1010610031,MN15,
50104199,OD'S RESTURANT,Brooklyn,5823,4 AVENUE,11220,7184925634,Spanish,01/16/2025,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13,A,01/16/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.641807122604,-74.017403946894,307,38,007400,3015972,3008550001,BK32,
50152036,DON EMILIO RESTAURANT,Brooklyn,1159,LIBERTY AVENUE,11208,3478734803,Spanish,02/21/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,27,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.678774359165,-73.866610810791,305,37,118800,3327377,3041820057,BK83,
50163075,CAFE CALIENTE,Brooklyn,510,MORGAN AVENUE,11222,9292958628,Spanish,03/03/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.72160175308,-73.938464608393,301,34,044900,3069872,3028350001,BK90,
50064844,MAMA MECHO,Brooklyn,200,KNICKERBOCKER AVENUE,11237,7184681500,Spanish,01/27/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11,A,01/27/2025,03/08/2025,Cycle Inspection / Re-inspection,40.703509512194,-73.926644345681,304,34,042700,3072320,3031740030,BK77,
50058269,ESPINAL DELI & GROCERY,Brooklyn,282,NOSTRAND AVENUE,11205,7188571784,Spanish,01/24/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,25,,,03/08/2025,Cycle Inspection / Initial Inspection,40.690257258274,-73.951557934126,303,36,024100,3049733,3017830055,BK75,
50109445,DHANIA INDIAN FOOD,Brooklyn,787,PROSPECT PLACE,11216,3473574163,Indian,01/07/2025,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,12,A,01/07/2025,03/08/2025,Cycle Inspection / Re-inspection,40.674348168904,-73.950686292631,308,36,031701,3030975,3012260049,BK61,
50109176,RINCON LATINO,Queens,3912,103RD ST,11368,3477967839,Spanish,01/14/2025,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.750471799807,-73.86301990315,403,21,040700,4044367,4017700036,QN26,
50148418,PARLEY,Queens,3608,30TH AVE,11103,9177254303,Spanish,02/20/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,38,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.76492821218,-73.917230174862,401,22,006300,4010011,4006510044,QN70,
50144850,LEE'S RESTAURANT,Bronx,626,EAST  187 STREET,10458,7183678383,Chinese/Japanese,02/25/2025,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,10,A,02/25/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.855089014096,-73.886672827964,206,15,039100,2012162,2030740024,BX06,
50109439,BBQ VILLAGE,Queens,18112,HILLSIDE AVE,11432,7188388801,Indian,01/17/2025,Establishment re-closed by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,,,03/08/2025,Cycle Inspection / Reopening Inspection,40.713192265025,-73.781498721437,412,27,046800,4212419,4099170043,QN61,
50134526,TIENDA MI LINDA GUATEMALA,Queens,15325,HILLSIDE AVE,11432,3473924251,Spanish,02/03/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,24,Z,02/03/2025,03/08/2025,Cycle Inspection / Re-inspection,40.707301874416,-73.804237750807,408,24,023600,4447019,4097060058,QN35,
50111811,AMBO,Manhattan,55C,EAST    8 STREET,10003,6464764214,Indian,02/05/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,02/05/2025,03/08/2025,Cycle Inspection / Re-inspection,40.731082034173,-73.993566672696,102,02,005900,1009091,1005607502,MN23,
50142277,LA POTENCIA BAR RESTAURANT,Bronx,1898,JEROME AVENUE,10453,9299243249,Spanish,01/03/2025,Violations were cited in the following area(s).,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,64,,,03/08/2025,Cycle Inspection / Initial Inspection,40.850147630028,-73.910588466456,205,14,023301,2008233,2028520009,BX41,
50038052,OLLIES TO GO,Manhattan,2425,BROADWAY,10024,2128772298,Chinese/Japanese,03/05/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,36,,,03/08/2025,Cycle Inspection / Initial Inspection,40.79043485906,-73.974864817632,107,06,017500,1033313,1012377501,MN12,
50127429,COCINA MAMA ROSA,Queens,689,SENECA AVENUE,11385,7184171111,Spanish,01/10/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,49,,,03/08/2025,Cycle Inspection / Initial Inspection,40.703002017028,-73.908009481932,405,34,054900,4082536,4034550001,QN20,
50013086,POLLO D' ORO,Brooklyn,306,GOLD STREET,11201,7188558088,Spanish,03/03/2025,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.694970813594,-73.983270903538,302,35,001500,3392968,3001337501,BK38,
50127429,COCINA MAMA ROSA,Queens,689,SENECA AVENUE,11385,7184171111,Spanish,02/18/2025,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,27,Z,02/18/2025,03/08/2025,Cycle Inspection / Re-inspection,40.703002017028,-73.908009481932,405,34,054900,4082536,4034550001,QN20,
50034387,PARRILLA LATINA,Bronx,2501,WEBSTER AVENUE,10458,7183293000,Spanish,02/24/2025,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,38,,,03/08/2025,Cycle Inspection / Initial Inspection,40.861047508586,-73.892042095807,205,15,039902,2094614,2030260041,BX05,
50135751,LA GITANA # 4 PANADERIA Y RESTAURANTE,Queens,9031,37TH AVE,11372,9175209339,Spanish,01/02/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,32,,,03/08/2025,Cycle Inspection / Initial Inspection,40.750566741526,-73.876539811989,403,25,027500,4035996,4014640039,QN28,
50102800,D'LENNY RESTAURANT,Queens,1028,BEACH   20 STREET,11691,3479541209,Spanish,01/21/2025,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.602958937961,-73.753170033707,414,31,101001,4298257,4155610013,QN15,
50110049,JUNOON,Manhattan,19,WEST   24 STREET,10010,2124902100,Indian,01/15/2025,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,25,,,03/08/2025,Cycle Inspection / Initial Inspection,40.742626263873,-73.990093911849,105,03,005800,1015598,1008260026,MN13,
50147088,UTSHOB RESTAURANT,Manhattan,130,1 AVENUE,10009,3473691676,Indian,01/14/2025,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,03/08/2025,Administrative Miscellaneous / Compliance Inspection,40.72742800177,-73.985395022115,103,02,003200,1005819,1004350008,MN22,
50156692,MEMO'S RESTAURANT,Queens,9021,31ST AVE,11369,3478845775,Spanish,02/19/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,51,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.760043566227,-73.878323431748,403,25,035100,4445870,4013880036,QN28,
50133159,UMI BUFFET,Brooklyn,3839,NOSTRAND AVENUE,11235,3472727666,Chinese/Japanese,02/11/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,28,,,03/08/2025,Cycle Inspection / Initial Inspection,40.59027581235,-73.939921880442,315,48,059600,3204766,3074460001,BK17,
50049564,BLUE CAFE RESTAURANT,Brooklyn,1563B,FULTON STREET,11216,3474066050,Spanish,02/26/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,34,,,03/08/2025,Cycle Inspection / Initial Inspection,40.679812850251,-73.938935960887,303,36,027300,3053680,3018580034,BK35,
40712429,SAL Y PIMIENTA,Queens,81-10,ROOSEVELT AVENUE,11372,3473613282,Spanish,02/20/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,61,Z,02/20/2025,03/08/2025,Cycle Inspection / Re-inspection,40.747542215303,-73.884647746901,404,25,026901,4036863,4014920005,QN29,
50102800,D'LENNY RESTAURANT,Queens,1028,BEACH   20 STREET,11691,3479541209,Spanish,01/21/2025,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,39,,,03/08/2025,Cycle Inspection / Initial Inspection,40.602958937961,-73.753170033707,414,31,101001,4298257,4155610013,QN15,
50044966,PIQUE 86 RESTAURANT,Bronx,220,EAST  198 STREET,10458,7186845166,Spanish,01/29/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,01/29/2025,03/08/2025,Cycle Inspection / Re-inspection,40.869699917792,-73.890220143814,207,15,040302,2017147,2033040128,BX05,
50125461,JERICHO PALACE,Queens,21608,JAMAICA AVE,11428,7189164031,Indian,01/08/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,20,,,03/08/2025,Cycle Inspection / Initial Inspection,40.71755472609,-73.738682252686,413,27,056800,4230649,4107590152,QN34,
50122796,DILBAR INDIAN CUISINE,Queens,24808,UNION TPKE,11426,6465002057,Indian,02/12/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,86,,,03/08/2025,Cycle Inspection / Re-inspection,40.742412892085,-73.72179271961,413,23,157101,4174405,4085610001,QN43,
50132527,ASHOKA GRILL,Brooklyn,1436,FLATBUSH AVENUE,11210,3478498081,Indian,01/07/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,55,,,03/08/2025,Cycle Inspection / Initial Inspection,40.635622049875,-73.950639358335,314,45,077000,3121637,3052490047,BK42,
50147158,EL SABROSO,Manhattan,265,WEST   37 STREET,10018,2122841118,Spanish,02/26/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,112,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.753621849183,-73.990958519981,105,03,010900,1014453,1007870001,MN17,
50164693,Empire Teishoku-Ya,Brooklyn,271,PROSPECT PARK WEST,11215,9173657658,Chinese/Japanese,02/06/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11,A,02/06/2025,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.658393757439,-73.982126767181,307,38,016900,3016608,3008710002,BK40,
50142277,LA POTENCIA BAR RESTAURANT,Bronx,1898,JEROME AVENUE,10453,9299243249,Spanish,01/03/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,64,,,03/08/2025,Cycle Inspection / Initial Inspection,40.850147630028,-73.910588466456,205,14,023301,2008233,2028520009,BX41,
50109439,BBQ VILLAGE,Queens,18112,HILLSIDE AVE,11432,7188388801,Indian,01/14/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,55,,,03/08/2025,Cycle Inspection / Initial Inspection,40.713192265025,-73.781498721437,412,27,046800,4212419,4099170043,QN61,
50134429,EMPEROR DUMPLING,Manhattan,293,7 AVENUE,10001,7187099999,Chinese/Japanese,01/07/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,38,Z,01/07/2025,03/08/2025,Cycle Inspection / Re-inspection,40.746353921208,-73.993991051665,105,03,009500,1015032,1008027502,MN17,
50038052,OLLIES TO GO,Manhattan,2425,BROADWAY,10024,2128772298,Chinese/Japanese,03/05/2025,Violations were cited in the following area(s).,02A,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature.   • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process   • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request  • Pork, any food containing pork to or above 150 °F for 15 seconds  • Mechanically tenderized or injected meats to or above 155 °F.  • Whole meat roasts and beef steak to or above required temperature and time except per individual customer request  • Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred   • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",Critical,36,,,03/08/2025,Cycle Inspection / Initial Inspection,40.79043485906,-73.974864817632,107,06,017500,1033313,1012377501,MN12,
50105273,CHOP & GO,Manhattan,643,LEXINGTON AVENUE,10022,2123002870,Salads,01/30/2025,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,7,A,01/30/2025,03/08/2025,Cycle Inspection / Re-inspection,40.759228663216,-73.970350102284,106,04,010000,1036487,1013090050,MN19,
50097060,DELI COFFEE SHOP 55,Queens,5514,37TH AVE,11377,3472452977,Spanish,01/08/2025,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.750779194209,-73.906781083191,402,26,025500,4430199,4012100007,QN63,
50108895,MINT HEIGHTS,Brooklyn,46,HENRY STREET,11201,3479160325,Indian,01/14/2025,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,22,,,03/08/2025,Cycle Inspection / Initial Inspection,40.699580226987,-73.991993711657,302,33,000100,3001604,3002160031,BK09,
41609062,PARADISE CAFE NY RESTAURANT,Bronx,1021,OGDEN AVENUE,10452,7185376675,Spanish,02/14/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,30,,,03/08/2025,Cycle Inspection / Initial Inspection,40.833576793068,-73.929019157014,204,16,018900,2003469,2025250032,BX26,
50116389,GABY'S PIZZERIA & RESTAURANT,Queens,9535,SUTPHIN BLVD,11435,9293897920,Spanish,01/09/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,09B,Thawing procedure improper.,Not Critical,60,,,03/08/2025,Cycle Inspection / Initial Inspection,40.698209235259,-73.806331003022,412,28,020800,4214517,4100270027,QN61,
